Store_id,MAE_AutoArima,WAPE_AutoArima,MAE_MeanMethod,WAPE_MeanMethod
59,2883.5941431727924,6.193700999460252e-05,5149.875,0.00011061468553095208
60,6773.312870718067,0.00014548467160799616,10087.787698412698,0.00021667661136686372
61,4309.320543827447,9.2560331426985e-05,5291.599206349207,0.00011365879408066274
62,2629.9558207477107,5.6489086836535854e-05,4461.25,9.582363956891379e-05
63,6889.543835754281,0.00014798120825139816,8662.375,0.0001860600279766365
64,4053.634535910455,8.706842582531454e-05,10591.125,0.00022748784413097496
65,4887.719166484936,0.00010498381389147084,5898.125,0.00012668642289322493
66,2447.391001911301,5.256775864418074e-05,3740.25,8.03372077103121e-05
67,4639.458480562365,9.965139753126336e-05,6910.125,0.0001484232731580029
68,4776.55979939015,0.00010259621061274864,6064.841269841269,0.0001302673385001834
69,4960.753280826723,0.00010655252101367252,5615.035714285714,0.00012060591951858621
70,4432.281605874805,9.520142450418017e-05,5512.025793650793,0.00011839335902389456
71,6070.052615853999,0.00013037927352780858,8995.25,0.00019320988373937163
72,1841.5749999999991,3.955537552011708e-05,6367.561507936508,0.00013676949708476258
73,3371.714075742921,7.242138735184601e-05,3892.375,8.360471595787074e-05
74,3791.3704785035357,8.143522963392393e-05,5170.25,0.00011105232221488968
75,3189.041299727069,6.849774033632435e-05,3891.9900793650777,8.359644820865619e-05
76,2679.545351958218,5.7554225388535165e-05,13125.123015873018,0.00028191584357986464
77,4607.9687955726295,9.897502740526838e-05,7066.75,0.00015178743736029624
78,3491.0602964791237,7.498483688723135e-05,4084.5,8.773138824751547e-05
79,4268.965346046009,9.169353805585789e-05,5743.75,0.00012337058666829896
80,3763.457103897478,8.083567544005382e-05,6703.232142857143,0.000143979400572463
81,2762.174327294309,5.9329021499614854e-05,12458.16865079365,0.00026759026337515085
82,5015.1378079169845,0.00010772065176671772,8639.875,0.0001855767482029631
83,2458.8904891400684,5.281475729241537e-05,2806.375,6.02784122152335e-05
84,6095.134390446486,0.00013091800749884787,9941.25,0.0002135291133347076
85,6105.476574250926,0.0001311401483098834,5155.0,0.00011072476592384436
86,1792.781361496167,3.850733202799109e-05,4902.625,0.00010530397779580743
87,2495.101600831449,5.3592539419645295e-05,4624.0,9.931936326515156e-05
88,4934.767323290645,0.00010599436600581817,7199.5,0.00015463878802496943
89,2992.7674590352885,6.428195467821161e-05,9268.281746031746,0.00019907436020283307
90,4176.25028237097,8.970210183412504e-05,6397.5,0.0001374125489811434
91,2454.595563198443,5.2722506144103695e-05,6042.958333333334,0.00012979731269561164
92,5385.710442817823,0.00011568021883891512,7568.125,0.00016255652165031903
93,3383.195847627478,7.266800549041216e-05,5671.75,0.00012182409139254397
94,4643.2045698264255,9.973186016111649e-05,7576.25,0.00016273103934636774
95,4225.769628059009,9.076573286419488e-05,6820.0,0.0001464874691756777
96,4301.793359549607,9.239865427524309e-05,6391.625,0.000137286359262462
97,3915.394927080174,8.409916329783898e-05,6594.712301587302,0.00014164849193566456
98,3083.8652903387847,6.623865420241129e-05,5186.125,0.0001113933029440926
99,3626.762499999997,7.789959822965591e-05,10393.468253968254,0.00022324235490931959
100,4331.7237695712265,9.304153257662983e-05,13075.140873015871,0.00028084227208263285
101,5358.402723364902,0.00011509367357328203,7846.75,0.00016854113618097491
102,3057.425850310996,6.56707587982921e-05,8347.375,0.00017929411114520858
103,2042.6459948300671,4.387419973672888e-05,7059.267857142859,0.00015162672765778106
104,4197.722627286258,9.016330850038715e-05,6055.914682539681,0.00013007560342948176
105,3853.8489883605,8.277721186072953e-05,5263.958333333332,0.00011306509297598508
106,4230.493471661562,9.086719677828863e-05,6340.619047619048,0.00013619079725701028
107,2628.118146298186,5.644961524133355e-05,4540.625,9.752854321492838e-05
108,4405.367654895068,9.462333703137372e-05,23402.82341269841,0.0005026716089870215
109,4303.690851918332,9.243941070557662e-05,5919.875,0.00012715359334110923
110,3251.2769006771045,6.983450509817159e-05,2648.2440476190477,5.688190150956997e-05
111,3705.690757010952,7.959490623786444e-05,6502.125,0.00013965979992872483
112,4216.068351612964,9.05573581670754e-05,3270.9940476190477,7.025801168979772e-05
113,1567.2704355645096,3.366356006154062e-05,2968.5,6.376071147331367e-05
114,2952.483892732099,6.341669988684431e-05,4624.5,9.933010281567764e-05
115,1909.5932608966286,4.101634661930744e-05,14513.980158730155,0.00031174724649829635
116,3060.0569049361798,6.572727148646017e-05,5273.375,0.00011326735451089288
117,1755.81520777387,3.7713332276680484e-05,2683.25,5.763379789818727e-05
118,9508.508555768549,0.00020423421612460595,10187.625,0.00021882102685643159
119,3184.288879609715,6.839566262438143e-05,5309.5,0.00011404328703640188
120,3005.365256911029,6.455254405181921e-05,6154.75,0.00013219849720073348
121,3444.0100694405796,7.397424030614378e-05,3734.75,8.021907265452526e-05
122,7928.316981644366,0.00017029312162223333,11173.17261904762,0.00023998970375766341
123,5689.294893901582,0.00012220093994160536,8158.125,0.00017522919127108878
124,1792.8222546849552,3.850821037692542e-05,2940.892857142857,6.31677348621239e-05
125,6241.260080157744,0.00013405665595447142,9811.125,0.0002107341453102963
126,3845.3512707282507,8.25946885249938e-05,6823.6329365079355,0.00014656550138604767
127,1473.3250000000005,3.164569655766209e-05,7592.452380952382,0.00016307905192412944
128,5975.584431598028,0.0001283501818519612,8487.964285714286,0.00018231384261991566
129,3020.515767311963,6.487796339571255e-05,8600.505952380954,0.00018473113645082665
130,2642.5456897991917,5.675950590612596e-05,3465.625,7.443850958386479e-05
131,3690.991866466446,7.927918728250448e-05,3709.75,7.968209512822145e-05
132,2331.437500000004,5.007718165927706e-05,15717.81746031746,0.00033760458954944017
133,4019.296248049565,8.633087027039261e-05,6226.75,0.00013374499247648846
134,2315.371764338332,4.973210409952285e-05,2906.875,6.243706187097479e-05
135,2777.280021333133,5.965347822833765e-05,4705.5,0.00010106991000090196
136,2065.9249999999975,4.437421184116738e-05,7422.519841269841,0.00015942905373223927
137,4644.11241554453,9.975135987103537e-05,11469.56547619048,0.00024635595588737096
138,5822.754107031119,0.0001250675238667554,7947.625,0.00017070784049961078
139,4536.287500000004,9.743537761411476e-05,8752.14880952381,0.00018798828870323508
140,3273.6358781097088,7.031475583386929e-05,5182.375,0.00011131275631514702
141,3411.0281993573963,7.326581938573812e-05,4847.875,0.00010412799701320213
142,1978.3508010451988,4.249319677225599e-05,2697.125,5.793182042528588e-05
143,4600.870691693383,9.88225665147674e-05,7243.5,0.0001555838684712641
144,3830.0,8.226495702974275e-05,8961.103174603173,0.00019247644062606303
145,2239.574999999999,4.810405773887364e-05,8228.202380952382,0.00017673439041803515
146,5170.767009925325,0.00011106342712332068,8170.75,0.00017550036492187222
147,4592.043123805233,9.863295829205304e-05,7316.625,0.00015715452773570275
148,4586.560100842216,9.851518788775914e-05,7150.375,0.00015358362718578247
149,3129.875,6.722690140560472e-05,7356.259920634922,0.00015800585020121427
150,4959.260405453731,0.00010652045539267775,7142.5,0.00015341447926499674
151,4380.711476791853,9.409374449033492e-05,6628.41865079365,0.00014237247401636686
152,3595.3470898513838,7.722482346047904e-05,6001.5,0.00012890682496449114
153,4633.38306146681,9.952090299057571e-05,7981.0,0.00017142470549722633
154,4907.410333422996,0.00010540676245596822,7558.5,0.0001623497853026921
155,3729.2249999999967,8.010040062121205e-05,8493.482142857141,0.0001824323612310784
156,5237.767824339423,0.00011250254438669759,8325.125,0.00017881620114679818
157,5078.228893973534,0.00010907579157961641,8592.0,0.0001845484362400913
158,2715.5998767995293,5.832864417098904e-05,5220.152777777777,0.00011212418902156164
159,3001.9124999999967,6.447838193721863e-05,10493.259920634919,0.00022538579020181548
160,2532.324563754669,5.4392055201733664e-05,4716.5,0.00010130618011247563
161,2966.099722846049,6.370915567777079e-05,4575.875,9.828568152701672e-05
162,5217.5236937777945,0.00011206771866065141,8622.375,0.0001852008639345504
163,3471.0837665258478,7.45557589816936e-05,3680.8710317460323,7.906180085081258e-05
164,3168.1999999999935,6.805008795342831e-05,10697.04365079365,0.0002297628815346794
165,1891.1513621881838,4.062023121335519e-05,4567.474206349205,9.810524003127304e-05
166,2964.6379174006565,6.367775741089062e-05,3572.25,7.672871873355053e-05
167,6894.880513971897,0.00014809583530211716,10310.25,0.0002214549016229517
168,3964.8612627923762,8.516165572128103e-05,6424.875,0.00013800053937244606
169,1964.3826671242778,4.219317381225853e-05,7189.075396825396,0.00015441487691995352
170,1153.6111547187015,2.4778530567092928e-05,5145.799603174604,0.00011052714967071179
171,5781.343803897993,0.00012417806778115869,8214.25,0.00017643470581764082
172,2439.057213661561,5.238875636421734e-05,9707.309523809525,0.00020850428220642374
173,4643.781756065897,9.974425760267998e-05,8140.75,0.00017485599189030765
174,4542.396167874116,9.756658630867684e-05,10308.609126984129,0.00022141965714563008
175,4707.831778038884,0.00010111999449703036,6026.75,0.000129449172266058
176,2964.5237617857233,6.367530545090178e-05,4797.125,0.00010303793263480541
177,3052.2758333452775,6.556014106346515e-05,4248.75,9.125933059533148e-05
178,5675.220722751095,0.00012189863939723877,10109.875,0.00021715102674962675
179,5174.982740303238,0.0001111539772221165,7584.375,0.0001629055570424165
180,4057.256310242559,8.71462182821819e-05,7535.375,0.00016185308109086105
181,2052.7999999999965,4.409229863985787e-05,7865.329365079367,0.00016894020424099943
182,4295.861707598823,9.227124772358604e-05,5184.75,0.00011136376918014587
183,9727.767456738957,0.0002089437002151332,15487.065476190475,0.0003326482443643921
184,3679.9774625475575,7.904260778770145e-05,5833.125,0.000125290281324835
185,5659.240971468583,0.0001215554087046534,8148.75,0.00017502782469872483
186,1832.3875000000016,3.935803627920049e-05,6428.259920634922,0.0001380732444248171
187,4346.971742222694,9.336904532205116e-05,5475.25,0.00011760344803579606
188,4074.621873841412,8.751921497754926e-05,5893.5,0.00012658708205085873
189,3884.146396943532,8.342797296130279e-05,6988.0,0.00015009595815243924
190,2056.6393872068465,4.4174765225652146e-05,13711.113095238095,0.00029450238371010577
191,1288.9285253862108,2.7685026045771886e-05,9327.309523809525,0.00020034222380660595
192,5932.000000000006,0.0001274140274413667,37051.24206349206,0.0007958273723894966
193,4314.785378167375,9.26777111560056e-05,6111.375,0.00013126684119259637
194,2213.0345529611955,4.753399279495789e-05,2501.875,5.3738025944853165e-05
195,5734.399171257628,0.00012316973927282017,8563.375,0.00018393359697247344
196,2334.7553145871466,5.014844533406662e-05,4454.125,9.56706009739172e-05
197,5191.580779572735,0.00011151048818485363,7336.0,0.00015757068531858817
198,2903.285166197188,6.235995546796377e-05,4940.875,0.00010612555341105229
199,5439.419486573806,0.00011683384081716436,7580.375,0.00016281964063820788
200,3202.9968763438555,6.879749357671737e-05,4857.375,0.00010433204847319756
201,2646.23944219283,5.683884438705055e-05,3903.25,8.383830118181291e-05
202,2615.2210826508567,5.6172597907976524e-05,4281.571428571428,9.196430537629317e-05
203,3871.61972556651,8.315891132094867e-05,5510.309523809523,0.00011835649509054116
204,2887.6839004116537,6.202485430361479e-05,9011.1626984127,0.0001935516741965905
205,3627.0283181708814,7.790530776500984e-05,7403.875,0.00015902857930250302
206,4571.819858480043,9.81985807325288e-05,7129.934523809523,0.0001531445841321331
207,8761.357406430909,0.00018818608108675124,13140.0,0.0002822353878252793
208,1517.460089081431,3.2593678595987865e-05,2638.194444444445,5.666604506744863e-05
209,5620.805588904859,0.00012072985123858909,6017.583333333336,0.00012925228050641332
210,2464.777187746486,5.2941198286646177e-05,3279.75,7.044608167579603e-05
211,9059.691581871595,0.00019459403098835224,12932.890873015871,0.0002777868699579642
212,3635.179841712945,7.808039516289882e-05,4803.25,0.00010316949212874983
213,3313.6414041341404,7.117403856999257e-05,8447.125,0.00018143665147516075
214,3695.2094369128004,7.936977690431629e-05,7286.25,0.00015650210004124364
215,5230.500000000005,0.0001123464380532819,8008.412698412701,0.00017201350561654488
216,4099.79302165101,8.805986860495027e-05,5556.125,0.00011934057033338892
217,2988.366189484809,6.418741936477908e-05,4185.212301587301,8.989459795050393e-05
218,1763.3653718188389,3.7875503013162704e-05,5205.960317460318,0.00011181934773222429
219,1367.3256736733229,2.9368926316031317e-05,1906.5,4.094990615592808e-05
220,2456.828641504714,5.277047065870146e-05,4113.75,8.835965195329093e-05
221,4064.1554491481893,8.729440558390876e-05,5865.228174603175,0.00012597982865623152
222,3485.129814821566,7.485745547242074e-05,5562.375,0.00011947481471496485
223,3573.8558107762788,7.676321010548485e-05,6637.375,0.0001425648483460284
224,6049.2024111251485,0.00012993142987347957,6649.904761904763,0.00014283397636814023
225,3280.6816986927724,7.046609372616825e-05,4803.625,0.00010317754679164441
226,3619.52418053288,7.774412563437394e-05,5275.25,0.00011330762782536565
227,2222.623066219272,4.773994544016801e-05,4926.603174603175,0.0001058190074311552
228,3930.567886035656,8.442506481650392e-05,5405.045634920636,0.00011609552138395425
229,5299.205058175215,0.00011382216094062129,8608.875,0.0001849108960703464
230,4971.42112064828,0.00010678165662320792,7256.339285714286,0.00015585964478655873
231,2238.625,4.808365259287412e-05,7538.083333333332,0.00016191125365621058
232,1934.3729001053196,4.1548590993906776e-05,4215.297619047617,9.054080352442018e-05
233,3205.095991827793,6.8842580690317e-05,4938.863095238095,0.00010608233950536404
234,9015.58279997736,0.00019364661400475856,13615.5,0.00029244870037557763
235,4067.841626179975,8.737358135287062e-05,6738.0,0.00014472618288940118
236,4138.602051032707,8.889345166877568e-05,6458.5,0.0001387227741453247
237,2427.9032140203767,5.214917847878867e-05,3254.166666666666,6.989657467387845e-05
238,4519.960159417173,9.708468101582321e-05,5460.25,0.00011728126152001379
239,4189.987562049088,8.999716625251303e-05,5570.875,0.00011965738707390813
240,2372.8148749298275,5.096593047666754e-05,4069.5,8.740920173173321e-05
241,3652.835821892726,7.845962974535514e-05,5251.875,0.0001128055538382716
242,3216.5270232783605,6.908810896997409e-05,5352.25,0.00011496151860638138
243,2636.6875,5.663367725544644e-05,7894.125,0.00016955870859332062
244,5241.96122659473,0.00011259261489749166,7921.875,0.00017015475364751784
245,3218.133693069821,6.912261879278228e-05,6248.178571428571,0.00013420525892760595
246,3417.6307358128324,7.340763593346497e-05,6187.125,0.0001328938830972969
247,6244.779294732325,0.0001341322455199431,8935.0,0.00019191576790097948
248,4591.81465683924,9.862805102700344e-05,5505.375,0.00011825050595499216
249,4959.820026986477,0.00010653247556013056,5146.125,0.00011053413890200652
250,5818.919203533455,0.00012498515358700383,9218.875,0.0001980131477121592
251,7874.529549999994,0.0001691378159426081,10483.125,0.00022516810121734254
252,5430.595499548123,0.00011664430950815689,10606.0,0.00022780734575912574
253,3222.570607129669,6.921791971823348e-05,7205.25,0.00015476229285601932
254,1850.4179071263675,3.974531321587915e-05,2807.25,6.029720642865413e-05
255,3311.2662307433507,7.11230219807154e-05,5331.125,0.00011450777259665464
256,3703.1117096843323,7.953951061971769e-05,9542.583333333332,0.0002049661117152496
257,2582.557324179577,5.547100973902881e-05,4606.5317460317465,9.89441608729628e-05
258,1927.393830612495,4.1398686855020416e-05,8982.547619047618,0.0001929370480152925
259,8065.540767034618,0.00017324056517538936,11503.799603174599,0.0002470912741602951
260,2907.917021291385,6.245944355159094e-05,2496.625,5.362526066432937e-05
261,10600.515933040859,0.00022768955293073358,15099.688492063491,0.0003243277349770507
262,16835.437732088194,0.0003616100683047376,8265.299603174599,0.00017753120540290034
263,2246.138820871636,4.824504271066375e-05,9467.696428571428,0.00020335760832038572
264,4135.584657170776,8.882864076110112e-05,8256.0,0.00017733145828656817
265,3088.387243189904,6.633578168465355e-05,5575.375,0.00011975404302864283
266,1309.8485758201978,2.8134369923059614e-05,2240.875,4.8131980570241463e-05
267,3321.899899058455,7.13514236170106e-05,4242.335317460318,9.112154898084417e-05
268,3876.2719151702495,8.325883617156114e-05,5450.146825396825,0.00011706425441176465
269,9186.514571852591,0.00019731807480589004,11757.107142857143,0.00025253209240240845
270,3171.5457894427195,6.812195250296786e-05,7260.765873015873,0.00015595472390252568
271,7079.913767609812,0.00015207018325501443,11265.5,0.00024197281290302012
272,4180.565094622694,8.979478012250089e-05,7412.875,0.0001592218912119724
273,4991.6788352534,0.00010721677412229696,7704.625,0.00016548841894393782
274,6146.0264319107655,0.00013201112280020945,12102.623015873016,0.0002599534627540389
275,2964.250000000002,6.366942529384207e-05,6018.482142857145,0.00012927158612700186
276,2077.749398547608,4.462818929245243e-05,3404.2896825396833,7.312108210206883e-05
277,3114.75,6.690203000219092e-05,6735.829365079364,0.00014467955960259355
278,5191.479986009139,0.00011150832322971574,6728.0,0.0001445113918788797
279,5354.0750000000035,0.00011500071796580159,18375.839285714286,0.0003946965089359645
280,2539.991321005138,5.4556730255458795e-05,3621.75,7.779193423563207e-05
281,3413.943265714285,7.332843239059146e-05,5043.442460317461,0.00010832861025587362
282,2192.7533500260847,4.709837078765544e-05,4176.5,8.970746554431347e-05
283,2570.150634530992,5.520452519834417e-05,13869.869047619046,0.0002979123188539268
284,2137.399999999997,4.590943058886995e-05,7404.027777777777,0.00015903186083183042
285,972.2610574831242,2.0883293502752335e-05,3880.660714285716,8.335310363125985e-05
286,990.2736045501593,2.1270186821411827e-05,6869.761904761905,0.00014755631015660618
287,3366.1438560678666,7.230174404056283e-05,12051.410714285716,0.0002588534685531321
288,3556.925000000003,7.639955150992635e-05,7159.722222222223,0.0001537843971164505
289,2422.365672443534,5.203023706367918e-05,4226.625,9.078410548455259e-05
290,3584.139871797501,7.698410249138621e-05,7262.875,0.00015600002605414958
291,6445.339155462881,0.00013844009103558026,8614.0,0.00018502097646323865
292,9757.64254121198,0.0002095853901734708,19145.097222222223,0.0004112194778893887
293,4272.144284466069,9.176181879542094e-05,6832.875,0.00014676401260172418
294,2714.1914646016908,5.829839274306858e-05,4762.454365079366,0.00010229323856380282
295,3866.248487886984,8.304354196405498e-05,5931.648809523808,0.00012740648418563993
296,3603.0850507122773,7.739102790374779e-05,4741.125,0.00010183510297588488
297,4218.499322583294,9.060957323820198e-05,6269.125,0.00013465516938357337
298,3692.0374999999967,7.930164655083513e-05,12829.839285714284,0.0002755734145007287
299,7667.941537134994,0.00016470049113811747,14236.323412698408,0.00030578342919246874
300,2847.8045645429775,6.116828201859878e-05,5814.666666666666,0.00012489381291791403
301,4064.1816393627305,8.729496812617349e-05,4370.875,9.388246581132554e-05
302,3311.576576947909,7.112968793820426e-05,3134.75,6.733161202323397e-05
303,2661.0699707783515,5.715739080919579e-05,5041.75,0.00010829225772968812
304,5076.74329838168,0.00010904388232177632,6157.75,0.00013226293450388992
305,4598.206816319093,9.876534886641264e-05,7445.440476190476,0.0001599213683658791
306,2121.8313105487696,4.557502913489746e-05,7226.589285714286,0.00015522064153025722
307,1857.1381102111745,3.988965713702871e-05,3100.375,6.659326792456623e-05
308,4799.581050917801,0.00010309068640065808,7639.5,0.00016408959248791642
309,3715.049005411112,7.979591300092264e-05,7475.75,0.0001605723896906265
310,7105.4821031886495,0.00015261936811864762,9108.454365079366,0.00019564141173645608
311,3618.340619224654,7.771870380143314e-05,5101.125,0.00010956757935465964
312,2734.884442629569,5.8742859309199326e-05,5484.125,0.00011779407505763391
313,4942.328538214529,0.00010615677410524528,7927.0,0.00017026483404041014
314,2762.1628908818957,5.932877585575697e-05,3925.5,8.431621118022328e-05
315,2550.597722699264,5.478454622924664e-05,3383.3829365079364,7.267202399138128e-05
316,6281.104431068452,0.0001349124767940399,10517.25,0.00022590107554074722
317,1156.4098815780944,2.4838644704123195e-05,9047.507936507936,0.0001943323372384026
318,3811.8423108475936,8.187494618956464e-05,6083.75,0.00013067348102603068
319,3884.6178644317188,8.343809965912439e-05,5283.375,0.0001134821455214144
320,8380.608622765376,0.0001800079394869152,10454.283730158731,0.00022454861666794962
321,4488.87044371003,9.641690187046678e-05,5480.375,0.00011771352842868836
322,3457.5110421668937,7.426422906363463e-05,5897.625,0.00012667568334269884
323,3071.810711290172,6.597973268088498e-05,5055.75,0.00010859296514441824
324,3973.5873028359288,8.534908321716165e-05,6201.25,0.00013319727539965858
325,3343.503216304426,7.181544345119851e-05,4701.25,0.00010097862382143032
326,3157.0360518812736,6.781029638364533e-05,4778.4900793650795,0.00010263767129138912
327,6867.069173198321,0.00014749847270324566,7538.625,0.00016192288816928053
328,2111.2146052606877,4.5346991849173826e-05,3069.875,6.59381553424756e-05
329,4843.794116937327,0.00010404034331351695,6478.125,0.00013914430150347316
330,3100.644716872082,6.659906120051715e-05,3779.625,8.118294731424057e-05
331,1417.3244205258482,3.0442854452157684e-05,3963.926587301586,8.514157973196342e-05
332,2571.282616685405,5.5228839157428014e-05,2937.75,6.310022911595998e-05
333,4903.055670037731,0.000105313228201068,8946.0,0.0001921520380125532
334,2621.585919734125,5.630930888686851e-05,3362.25,7.221810751259857e-05
335,12702.054583919058,0.0002728287139779499,16909.125,0.0003631928045784723
336,5725.355099938108,0.0001229754807510253,11190.5,0.0002403618803241087
337,1714.2653159389276,3.6820877951251755e-05,3250.801587301586,6.98242957941474e-05
338,3673.9272983323344,7.891265569914057e-05,6383.625,0.0001371145264540448
339,2277.3317823002776,4.891503948130544e-05,3619.8154761904775,7.775038240323953e-05
340,7228.041613922959,0.00015525183623461218,8057.125,0.00017305980206482142
341,3331.851171987893,7.156516801385955e-05,5396.875,0.00011592002349083367
342,7289.125000000003,0.0001565638524567686,17223.728174603173,0.00036995019795710174
343,4398.922000391807,9.448489016695092e-05,7828.25,0.0001681437728115101
344,6992.705049747371,0.00015019701839141843,11122.25,0.00023889593167729926
345,2403.97161661302,5.1635149279736626e-05,4307.1111111111095,9.251287479840285e-05
346,1725.9964107721325,3.7072851322626564e-05,6271.0892857142835,0.00013469736047492574
347,2096.6997803701,4.5035226458594605e-05,3782.521825396827,8.124516851966948e-05
348,5916.981321780464,0.0001270914397342194,15539.914682539682,0.0003337833978080928
349,2513.279710891594,5.398298888256429e-05,10693.299603174599,0.00022968246275752578
350,4275.888195254352,9.184223463357272e-05,7097.375,0.00015244523483001838
351,3659.5856373494503,7.86046097136335e-05,5545.0,0.0001191016153341837
352,3569.5841280884306,7.667145820136984e-05,5087.125,0.00010926687193992951
353,5608.3782660696,0.00012046292351560283,9651.109126984129,0.00020729714820384
354,3597.869123586397,7.727899447793033e-05,7662.625,0.0001645862966997474
355,6552.546959496581,0.00014074281829199942,6709.625,0.00014411671339704642
356,2514.533328875509,5.4009915469921615e-05,5016.398809523809,0.00010774773694765768
357,3754.333875237597,8.063971668974634e-05,7609.625,0.00016344790434398335
358,5490.707526052712,0.00011793546179989856,9310.0,0.00019997043079553656
359,1784.6903843786733,3.833354511287379e-05,3826.75,8.219514995132326e-05
360,3766.075024527013,8.089190602180209e-05,6765.375,0.00014531417328070387
361,5047.1668587501945,0.0001084086069861688,7526.75,0.00016166782384428624
362,4659.070577049599,0.00010007264773355718,7295.875,0.0001567088363888706
363,3400.7521320766805,7.304509869819692e-05,6335.073412698413,0.00013607168200415162
364,2391.3853679488475,5.1364807972811356e-05,5069.644841269841,0.00010889141384415678
365,2835.0249999999983,6.089378846037762e-05,7570.672619047618,0.00016261124221728524
366,4222.44747495536,9.069437600197087e-05,6153.5,0.00013217164832441829
367,5117.5474735095595,0.00010992031932269778,7178.5,0.00015418772690287423
368,11379.58148480754,0.00024442318064338086,14010.25,0.0003009275755159147
369,2029.9986871027088,4.360254693601528e-05,4426.75,9.508261058261456e-05
370,3618.4952154489374,7.772202438935681e-05,7082.5,0.00015212573320186765
